year,locality,n_offers,average_price_nominal_euros,average_price_m2_nominal_euros
2015,Consdorf,45,572338.933333333,3280.54834869595
2015,Contern,17,NA,NA
2015,Dalheim,52,650872.673076923,3367.78317206134
2015,Diekirch,66,607502.121212121,3406.6736556252
2015,Differdange,340,508158.485294118,3068.62679709016
2015,Dippach,60,882252.066666667,4312.49088441391
2015,Dudelange,179,604369.162011173,3588.00215464024
2015,Echternach,57,821313.50877193,3983.994904242
2015,Ell,41,714077.365853659,3843.56876809846
2015,Erpeldange,132,610447.575757576,4076.44401018095
2015,Esch-sur-Alzette,360,589910.691666667,3301.69671033722
2015,Esch-sur-Sûre,91,501614.912087912,2906.80787234551
2015,Ettelbruck,225,669779.706666667,3744.03924567791
2015,Feulen,29,NA,NA
2015,Fischbach,63,696642.809523809,4381.29628285729
2015,Flaxweiler,51,673389.745098039,3893.28067432014
2015,Frisange,81,925998.382716049,4255.57011442883
2015,Garnich,41,908713.268292683,4338.69700093306
2015,Goesdorf,63,490922.53968254,2669.9762784132
2015,Grevenmacher,82,615183.195121951,3351.11588358074
2015,Grosbous,44,573365.454545455,3755.63901719892
2015,Heffingen,56,713252.785714286,3816.34467066842
2015,Hesperange,107,887734.411214953,4500.83917030347
2015,Hobscheid,90,721106.855555556,3940.38344181995
2015,Junglinster,242,885577.466942149,5002.51175444757
2015,Kaerjeng,178,771771.893258427,4405.90879452497
2015,Kayl,103,587473.436893204,3318.57427744394
2015,Kehlen,206,929765.189320388,4806.3312046005
2015,Kiischpelt,46,624448.173913043,3354.18058701767
2015,Koerich,44,863675.318181818,3471.42663098614
2015,Kopstal,91,1095041.04395604,5180.04208615394
2015,Lac de la Haute-Sûre,83,461801.975903614,2736.94869883903
2015,Larochette,52,551690.384615385,2898.03730284548
2015,Lenningen,49,723861.571428571,4114.26766290095
2015,Leudelange,32,1076913.0625,4688.73296564866
2015,Lintgen,32,708136,3831.0408027544
2015,Lorentzweiler,142,846087.549295775,4873.82269416271
2015,Luxembourg,412,1018694.5461165,5561.18032117137
2015,Mamer,152,1096910.30263158,4955.69730281894
2015,Manternach,86,707704.069767442,3625.5271831762
2015,Mersch,167,778043.898203593,4207.28745441307
2015,Mertert,61,646430.475409836,3767.05317673588
2015,Mertzig,100,646808.36,3881.69188976676
2015,Mompach,16,NA,NA
2015,Mondercange,84,979526.916666667,3987.00350560963
2015,Mondorf-les-Bains,43,809744.186046512,3402.48908954837
2015,Niederanven,227,1158761.43171806,5466.75336718181
2015,Nommern,19,NA,NA
2015,Parc Hosingen,118,606983.144067797,3610.01282115069
2015,Pétange,267,552682.561797753,3267.59045417629
2015,Préizerdaul,30,708183.166666667,4022.91881596418
2015,Putscheid,15,NA,NA
2015,Rambrouch,196,559665.923469388,2931.30986272672
2015,Reckange-sur-Mess,44,754191.045454545,4092.95911473765
2015,Redange-sur-Attert,79,653426.455696203,3486.15537301941
2015,Reisdorf,39,568162.820512821,3335.93931478253
2015,Remich,69,544602.898550725,2902.86328782861
2015,Roeser,65,753030.769230769,4567.24961070576
2015,Rosport,37,624862.27027027,3388.66756505229
2015,Rumelange,70,513963.585714286,3146.79820197426
2015,Saeul,75,682221.333333333,3599.66469789273
2015,Sandweiler,25,NA,NA
2015,Sanem,278,679937.532374101,3717.18667913784
2015,Schengen,88,720738.636363636,3576.57311420689
2015,Schieren,28,NA,NA
2015,Schifflange,76,492473.684210526,3198.06246161601
2015,Schuttrange,76,1039450.17105263,5168.7676991473
2015,Septfontaines,33,810066.787878788,3642.65844156199
2015,Stadtbredimus,35,603730.285714286,3506.2103462894
2015,Steinfort,102,794764.882352941,4317.25976130169
2015,Steinsel,102,1019605.98039216,4847.0233934014
2015,Strassen,106,1164751.8490566,5832.24680371755
2015,Tandel,17,NA,NA
2015,Troisvierges,75,492321.413333333,2756.70549959379
2015,Tuntange,143,703156.370629371,4562.90662911553
2015,Useldange,92,594285.847826087,3303.89271713776
2015,Vallée de l'Ernz,82,624089.463414634,3369.91374205279
2015,Vianden,62,520764.5,3605.3263065929
2015,Vichten,117,733996.991452992,3973.50005475747
2015,Wahl,35,606121.885714286,3596.44869397674
2015,Waldbillig,50,702777.2,4141.36007077672
2015,Waldbredimus,134,850885.111940298,5108.51554073951
2015,Walferdange,80,972567.55,4558.50733232626
2015,Weiler-la-Tour,64,860328.390625,4703.87226252111
2015,Weiswampach,28,NA,NA
2015,Wiltz,181,466546.82320442,2660.76111083005
2015,Wincrange,107,455996.224299065,2885.70665737548
2015,Winseler,25,NA,NA
2015,Wormeldange,49,692968.265306122,3539.65120026985
2016,Beaufort,89,521168.7415730339,3266.077874265703
2016,Bech,22,NA,NA
2016,Beckerich,75,698367.7599999999,3824.940864834714
2016,Berdorf,48,610455.0416666667,3473.147667095621
2016,Bertrange,50,1206385.6,5796.93646122682
2016,Bettembourg,97,738053.2474226805,4115.370870247662
2016,Bettendorf,99,632530.2929292928,3263.1016918754067
2016,Betzdorf,42,806139.6904761905,4506.856725547755
2016,Bissen,163,732063.8343558286,4886.694797557146
2016,Biwer,35,853927.1428571428,4189.055958082417
2016,Boevange-sur-Attert,33,873848.6363636364,4141.650073604354
2016,Boulaide,115,528758.1043478261,2963.7705993499176
2016,Bourscheid,36,721815.7222222224,3894.264204818484
2016,Bous,21,NA,NA
2016,Clervaux,160,612099.7687500002,3185.32145059989
2016,Colmar-Berg,22,NA,NA
2016,Consdorf,41,649789.3658536586,4106.562692361296
2016,Contern,122,1027948.5819672127,5536.750156156465
2016,Dalheim,48,632839.4583333333,3882.674545561079
2016,Diekirch,70,559271.4285714285,3414.7627177844874
2016,Differdange,318,563777.0094339618,3416.7243289580947
2016,Dippach,66,987930.287878788,4878.205185723671
2016,Dudelange,251,687628.9482071712,3967.3534280044723
2016,Echternach,44,754347.0454545458,3705.185859211105
2016,Ell,46,760301.1086956523,3923.567351252784
2016,Erpeldange,79,615468.9620253164,4123.73162147552
2016,Esch-sur-Alzette,369,640008.5149051483,3510.2260989675196
2016,Esch-sur-Sûre,88,654725.7272727274,3471.8111531040836
2016,Ettelbruck,231,640357.1082251079,3921.5647506947066
2016,Feulen,51,694169.6078431372,3524.030949340314
2016,Fischbach,48,774837.5000000001,4591.97551158066
2016,Flaxweiler,31,739726.9032258063,3863.9488205989205
2016,Frisange,102,912687.2549019611,4450.601483851978
2016,Garnich,47,866940.4893617021,4128.497195587868
2016,Goesdorf,43,630799.069767442,3114.682942241057
2016,Grevenmacher,49,642704.081632653,3362.737917653913
2016,Grosbous,25,NA,NA
2016,Heffingen,71,747519.2676056338,3999.3102725444614
2016,Hesperange,130,980133.4384615384,5391.247613425647
2016,Hobscheid,138,731911.3260869563,4056.1005831860957
2016,Junglinster,234,905894.2307692303,4924.151833488367
2016,Kaerjeng,167,782017.1257485028,4343.979401824831
2016,Kayl,80,637962.5000000002,3681.871339930464
2016,Kehlen,144,947551.6458333331,4638.231346314153
2016,Kiischpelt,35,574134.2857142858,3111.7921506106404
2016,Koerich,87,810187.3448275862,4939.438136558032
2016,Kopstal,105,1036966.5428571427,5029.8185684625605
2016,Lac de la Haute-Sûre,43,521827.1395348838,2921.7153104779727
2016,Larochette,26,NA,NA
2016,Lenningen,31,838513.9354838709,4129.893775713599
2016,Leudelange,23,NA,NA
2016,Lintgen,56,738678.5714285715,4521.545207538113
2016,Lorentzweiler,155,822876.91612903215,4510.72378369681
2016,Luxembourg,312,1100464.711538462,6062.102535000463
2016,Mamer,128,1086167.5312500002,5512.97674691056
2016,Manternach,61,725199.8688524589,4299.542707584155
2016,Mersch,196,834210.3724489796,4556.079469601117
2016,Mertert,73,711553.8630136988,4101.678579079746
2016,Mertzig,87,651754.4022988504,3924.639774871242
2016,Mompach,8,NA,NA
2016,Mondercange,78,936552.935897436,4669.190115154634
2016,Mondorf-les-Bains,77,736052.4415584416,3611.3564398689696
2016,Niederanven,101,1107042.306930693,5336.888107201576
2016,Nommern,29,NA,NA
2016,Parc Hosingen,120,671611.2166666666,3842.035249795815
2016,Pétange,337,539305.4688427295,3387.520117710418
2016,Préizerdaul,22,NA,NA
2016,Putscheid,14,NA,NA
2016,Rambrouch,200,655960.5700000004,3357.1071588614077
2016,Reckange-sur-Mess,57,975824.6140350878,3996.0431339885
2016,Redange-sur-Attert,79,682306.8101265822,3714.420505316841
2016,Reisdorf,16,NA,NA
2016,Remich,67,538665.6716417911,2769.303054299875
2016,Roeser,70,757277.1285714286,4592.393705516255
2016,Rosport,40,636538.1999999997,3278.9541590799913
2016,Rumelange,73,549315.0684931508,3369.7403642498043
2016,Saeul,59,713783.9322033899,3780.0429164367274
2016,Sandweiler,41,1182890.243902439,5319.744192601081
2016,Sanem,323,708961.5944272443,4033.352411967883
2016,Schengen,98,770204.081632653,3689.6809494837084
2016,Schieren,55,688678.181818182,3911.0948052234517
2016,Schifflange,63,598666.6666666667,3648.862353343143
2016,Schuttrange,66,1149616.5606060605,5124.453041391188
2016,Septfontaines,18,NA,NA
2016,Stadtbredimus,38,681077.1052631579,3823.2281779567097
2016,Steinfort,140,843796.1642857143,4108.134225727847
2016,Steinsel,91,1108414.3296703296,5155.905464719332
2016,Strassen,87,1269644.8275862064,5716.909949067023
2016,Tandel,12,NA,NA
2016,Troisvierges,51,607210.5490196078,2831.503781636154
2016,Tuntange,191,735344.947643979,4820.115512458825
2016,Useldange,85,636262.7411764705,3451.873423485745
2016,Vallée de l'Ernz,73,659157.6712328765,3492.547362500176
2016,Vianden,51,483623.2156862745,3078.787480934779
2016,Vichten,85,828080.7882352939,4153.5145593380075
2016,Wahl,34,619426.4705882352,3523.023943294661
2016,Waldbillig,38,697840.5263157892,3947.316820071715
2016,Waldbredimus,90,905051.5333333332,5304.813159575296
2016,Walferdange,64,1250378.6406249998,5583.018066326909
2016,Weiler-la-Tour,66,951845.2575757577,5780.511421442117
2016,Weiswampach,41,565706.268292683,3275.1115430363056
2016,Wiltz,160,524776.9125000001,2971.755831567575
2016,Wincrange,111,447453.6126126126,2716.233970465222
2016,Winseler,21,NA,NA
2016,Wormeldange,42,617189.3095238096,3166.9580063960134
2017,Beaufort,120,557511.35,3515.465597
2017,Bech,23,NA,NA
2017,Beckerich,132,685104.7652,4038.39034
2017,Berdorf,107,648792.6075,3581.380758
2017,Bertrange,159,1364496.855,6588.893682
2017,Bettembourg,189,812971.5132,4008.892841
2017,Bettendorf,139,650611.6835,3683.05629
2017,Betzdorf,120,1157714.225,4489.113115
2017,Bissen,95,754828.0737,4889.094577
2017,Biwer,78,907695.4231,4081.174583
2017,Boevange-sur-Attert,59,833526.2373,4050.613144
2017,Boulaide,219,532818.3927,2906.253977
2017,Bourscheid,40,760355.9,3714.243488
2017,Bous,40,737614.6,4000.545825
2017,Clervaux,317,520900.5741,3030.773014
2017,Colmar-Berg,48,679350,4094.451578
2017,Consdorf,73,663725.5616,4251.11942
2017,Contern,91,1013544.637,5390.895058
2017,Dalheim,138,776307.5507,4441.403487
2017,Diekirch,59,605937.1864,3563.056442
2017,Differdange,602,598553.4884,3651.543378
2017,Dippach,300,920749.0267,5145.802569
2017,Dudelange,520,765486.2654,4025.072397
2017,Echternach,103,744801.6408,3680.600015
2017,Ell,115,718937.713,4226.937831
2017,Erpeldange,143,734768.5105,4366.640239
2017,Esch-sur-Alzette,536,681244.1679,3520.794144
2017,Esch-sur-Sûre,120,579451.2167,3332.106184
2017,Ettelbruck,638,726000.3511,4617.228008
2017,Feulen,50,704512.6,3682.274197
2017,Fischbach,23,NA,NA
2017,Flaxweiler,47,731393.617,3328.227274
2017,Frisange,204,900515.1373,4377.794761
2017,Garnich,79,898240.4177,4713.907292
2017,Goesdorf,107,501414.3925,3059.874344
2017,Grevenmacher,92,689782.6087,3565.790156
2017,Grosbous,52,608718.6154,3587.252147
2017,Heffingen,91,788950.7473,3687.331699
2017,Hesperange,285,1033658.87,5799.597958
2017,Hobscheid,185,721276.3784,3720.148695
2017,Junglinster,396,1018113.301,4947.882
2017,Kaerjeng,300,810011.51,4311.092161
2017,Kayl,125,604270.84,3602.983248
2017,Kehlen,158,1015207.006,4860.084617
2017,Kiischpelt,61,573927.082,3142.082906
2017,Koerich,188,853850.6596,4441.661298
2017,Kopstal,236,1219742.983,5036.656651
2017,Lac de la Haute-Sûre,95,559372.8105,3111.028161
2017,Larochette,58,763953.4483,3608.640379
2017,Lenningen,67,850918,3888.423256
2017,Leudelange,54,1293566.611,5539.941438
2017,Lintgen,41,991461.0976,4569.352381
2017,Lorentzweiler,113,973817.0796,4512.481845
2017,Luxembourg,546,1382859.02,6824.567201
2017,Mamer,326,1173474.448,5725.289603
2017,Manternach,158,807337.962,4840.316041
2017,Mersch,220,866016.7136,4590.000389
2017,Mertert,109,670351.9083,4190.909259
2017,Mertzig,104,609483.3558,3591.02995
2017,Mompach,24,NA,NA
2017,Mondercange,116,923167.2328,4378.540908
2017,Mondorf-les-Bains,130,898713.4,4084.211083
2017,Niederanven,131,1316357.527,5422.223656
2017,Nommern,64,819870.8906,5011.420675
2017,Parc Hosingen,189,607292.4868,3463.022729
2017,Pétange,530,601762.2792,3635.608806
2017,Préizerdaul,65,652573.5385,3737.215554
2017,Putscheid,23,NA,NA
2017,Rambrouch,415,769484.0241,3648.070928
2017,Reckange-sur-Mess,114,1135715.974,4471.511832
2017,Redange-sur-Attert,202,694041.0495,3775.782189
2017,Reisdorf,73,739253.0959,4287.056943
2017,Remich,108,621365.7407,3021.805698
2017,Roeser,82,1011522,5163.697324
2017,Rosport,75,610480,3601.319102
2017,Rumelange,127,621164.5669,3397.918469
2017,Saeul,40,742436.2,3636.583023
2017,Sandweiler,87,1238734.747,5733.215632
2017,Sanem,555,727400.9694,4107.833606
2017,Schengen,127,865032.0709,3777.271751
2017,Schieren,100,682004.53,4278.080767
2017,Schifflange,113,563811.1504,3786.402285
2017,Schuttrange,134,1133312.44,5446.371171
2017,Septfontaines,32,822380.3125,4367.44983
2017,Stadtbredimus,47,795765.9574,4390.126296
2017,Steinfort,231,832112.4459,4336.296626
2017,Steinsel,114,1094591.228,5316.508759
2017,Strassen,124,1593569.702,6384.519856
2017,Tandel,20,NA,NA
2017,Troisvierges,148,593994.3378,3199.973711
2017,Tuntange,230,831412.6522,4726.219125
2017,Useldange,111,699838.7387,3713.027955
2017,Vallée de l'Ernz,114,679766.886,3545.029513
2017,Vianden,35,468110.0571,3034.093365
2017,Vichten,106,892373.0189,4220.447771
2017,Wahl,78,649273.2051,3351.522321
2017,Waldbillig,70,898333.6143,4382.063827
2017,Waldbredimus,67,976694.0448,5276.057208
2017,Walferdange,120,1283648.017,6079.789463
2017,Weiler-la-Tour,72,1035779.167,5519.555792
2017,Weiswampach,77,660457.8052,3527.697557
2017,Wiltz,310,532902.2742,2868.341082
2017,Wincrange,231,489307.2597,2936.74337
2017,Winseler,18,NA,NA
2017,Wormeldange,183,779345.4426,4764.817029
2018,Beaufort,133,672226.58,3924.57
2018,Bech,30,927320,3828.937
2018,Beckerich,130,768339.14,4276.143
2018,Berdorf,147,717398.08,3103.617
2018,Bertrange,68,1290100.5,6822.143
2018,Bettembourg,184,825967.39,4656.744
2018,Bettendorf,90,601957.92,3246.782
2018,Betzdorf,65,1173450.7,4513.678
2018,Bissen,60,722043.48,4625.031
2018,Biwer,44,850925,4138.02
2018,Boulaide,100,587951.15,2938.56
2018,Bourscheid,60,691616.67,3514.223
2018,Bous,21,NA,NA
2018,Clervaux,305,568021.85,3576.61
2018,Colmar-Berg,13,NA,NA
2018,Consdorf,14,NA,NA
2018,Contern,140,1468599.8,6432.214
2018,Dalheim,212,881909.03,4530.694
2018,Diekirch,46,645024.63,3930.124
2018,Differdange,573,626460.78,3949.046
2018,Dippach,182,1253107.3,5048.856
2018,Dudelange,541,762288.66,4175.894
2018,Echternach,56,675474.04,3399.044
2018,Ell,117,709255.58,3976.122
2018,Erpeldange,44,746115.52,4761.711
2018,Esch-sur-Alzette,401,663460.16,4009.08
2018,Esch-sur-Sûre,75,561654.33,3305.662
2018,Ettelbruck,504,807564.36,4863.777
2018,Feulen,44,705886.48,4192.493
2018,Fischbach,1,NA,NA
2018,Flaxweiler,45,999043.87,4860.41
2018,Frisange,177,738887.09,4036.773
2018,Garnich,56,968730.36,5072.115
2018,Goesdorf,61,554586.64,3411.976
2018,Grevenmacher,58,837275.86,4285.758
2018,Grosbous,52,728492.77,3668.421
2018,Habscht,175,740850.15,4280.416
2018,Heffingen,58,793177.02,4083.793
2018,Helperknapp,331,811076.21,4554.365
2018,Hesperange,215,1182209.6,5826.925
2018,Junglinster,243,1137425.1,5199.902
2018,Kaerjeng,305,832421.26,5040.703
2018,Kayl,146,663151.68,4002.014
2018,Kehlen,139,1185304.8,5657.916
2018,Kiischpelt,18,NA,NA
2018,Koerich,78,987733.01,4960.495
2018,Kopstal,153,1269182.7,5247.93
2018,Lac de la Haute-Sûre,94,556183.2,3398.618
2018,Larochette,24,NA,NA
2018,Lenningen,54,946826.87,4390.951
2018,Leudelange,39,1181530.7,6180.854
2018,Lintgen,23,NA,NA
2018,Lorentzweiler,100,1084074.6,5409.356
2018,Luxembourg,642,1542371.3,7440.534
2018,Mamer,252,1143308.9,5280.203
2018,Manternach,121,855153.02,4954.187
2018,Mersch,346,885861.77,5133.559
2018,Mertert,106,840120.98,4555.353
2018,Mertzig,107,752808.02,4015.171
2018,Mondercange,77,1076988.7,4788.225
2018,Mondorf-les-Bains,79,676765.41,3506.102
2018,Niederanven,176,1837879.7,6745.681
2018,Nommern,13,NA,NA
2018,Parc Hosingen,90,601844.11,3277.056
2018,Pétange,495,617228.33,3715.309
2018,Préizerdaul,135,681439.7,3932.258
2018,Putscheid,11,NA,NA
2018,Rambrouch,284,764336.38,3576.468
2018,Reckange-sur-Mess,48,1035602.1,5245.496
2018,Redange-sur-Attert,177,677378.86,3969.763
2018,Reisdorf,61,577178.69,3743.506
2018,Remich,84,635933.48,3501.769
2018,Roeser,125,1020072.5,5467.166
2018,Rosport-Mompach,100,704084,3891.418
2018,Rumelange,104,572470,3766.96
2018,Saeul,42,801452.79,3901.218
2018,Sandweiler,205,1154732.9,6294.955
2018,Sanem,405,815328.31,4287.902
2018,Schengen,80,1005683.1,4208.976
2018,Schieren,88,737173.5,4599.626
2018,Schifflange,79,601488.61,4150.198
2018,Schuttrange,114,1213018,5264.159
2018,Stadtbredimus,34,728257.35,3768.058
2018,Steinfort,269,1088146.9,4813.155
2018,Steinsel,70,1446091.7,5261.661
2018,Strassen,157,1376319.3,6756.529
2018,Tandel,0,NA,NA
2018,Troisvierges,121,591773.66,3196.976
2018,Useldange,140,713068.4,3700.743
2018,Vallée de l'Ernz,58,700632.16,4032.121
2018,Vianden,50,479040,3550.277
2018,Vichten,79,915876.62,4452.304
2018,Wahl,29,NA,NA
2018,Waldbillig,45,925038.89,4155.038
2018,Waldbredimus,19,NA,NA
2018,Walferdange,89,1254436.7,5783.956
2018,Weiler-la-Tour,38,1103877.6,5871.257
2018,Weiswampach,70,644668.51,3740.633
2018,Wiltz,278,506037.35,2935.67
2018,Wincrange,223,543964.57,3146.32
2018,Winseler,18,NA,NA
2018,Wormeldange,57,944136.63,4617.846
2019,Beaufort,109,710548.78,3948.449
2019,Bech,13,NA,NA
2019,Beckerich,154,866784.75,5020.332
2019,Berdorf,44,714552.77,3694.5
2019,Bertrange,44,1606353.2,7587.324
2019,Bettembourg,132,1107318.2,5084.001
2019,Bettendorf,75,718986.73,3974.492
2019,Betzdorf,34,1050788.4,4753.826
2019,Bissen,58,883476.02,5031.245
2019,Biwer,41,896424.37,4173.428
2019,Boulaide,62,657558.92,3604.439
2019,Bourscheid,19,NA,NA
2019,Bous,16,NA,NA
2019,Clervaux,281,838803.69,4481.37
2019,Colmar-Berg,17,NA,NA
2019,Consdorf,24,NA,NA
2019,Contern,97,1355557.9,6265.059
2019,Dalheim,137,982928.84,5130.774
2019,Diekirch,39,671871.79,4184.154
2019,Differdange,520,738043.59,4477.356
2019,Dippach,147,1279549.6,5505.615
2019,Dudelange,253,917642.52,4976.088
2019,Echternach,39,788871.79,4100.964
2019,Ell,136,768133.37,3981.587
2019,Erpeldange,19,NA,NA
2019,Esch-sur-Alzette,333,828634.71,4641.856
2019,Esch-sur-Sûre,79,655728.96,3729.698
2019,Ettelbruck,1227,875397.74,5207.272
2019,Feulen,38,836108.13,4128.616
2019,Fischbach,2,NA,NA
2019,Flaxweiler,48,916393.4,4802.031
2019,Frisange,120,1014897.9,4840.689
2019,Garnich,38,1094393.2,5595.605
2019,Goesdorf,45,643924.21,3758.36
2019,Grevenmacher,130,1099521.2,5896.884
2019,Grosbous,6,NA,NA
2019,Habscht,152,836200.63,4261.266
2019,Heffingen,22,NA,NA
2019,Helperknapp,196,864268.57,4139.876
2019,Hesperange,131,1310675.6,6407.038
2019,Junglinster,145,1112458.8,5381.142
2019,Kaerjeng,306,948586.36,5157.857
2019,Kayl,107,783968.16,4610.4
2019,Kehlen,101,1252773,5979.236
2019,Kiischpelt,30,546466.67,3285.596
2019,Koerich,73,1029898.5,5249.604
2019,Kopstal,133,1491918.2,6311.217
2019,Lac de la Haute-Sûre,63,820505.59,3221.515
2019,Larochette,16,NA,NA
2019,Lenningen,69,831941.61,4891.887
2019,Leudelange,121,1802526.8,6565.02
2019,Lintgen,57,939894.72,5607.917
2019,Lorentzweiler,200,1046443.3,5649.649
2019,Luxembourg,558,1576213.6,8078.167
2019,Mamer,159,1330212.2,6405.194
2019,Manternach,332,910661.56,5782.595
2019,Mersch,749,1110211.3,5700.724
2019,Mertert,65,971834.02,4572.035
2019,Mertzig,56,841449.68,4355.545
2019,Mondercange,70,1249759.9,5572.701
2019,Mondorf-les-Bains,129,977433.51,4391.548
2019,Niederanven,149,1579152.9,7039.238
2019,Nommern,4,NA,NA
2019,Parc Hosingen,80,561982.41,3759.707
2019,Pétange,392,667280.33,4190.972
2019,Préizerdaul,35,753016.07,3792.437
2019,Putscheid,8,NA,NA
2019,Rambrouch,316,634472.3,3037.231
2019,Reckange-sur-Mess,43,1159163.5,5119.682
2019,Redange-sur-Attert,91,795954.51,4222.839
2019,Reisdorf,28,NA,NA
2019,Remich,56,957575.09,4608.421
2019,Roeser,75,1248928.3,6184.34
2019,Rosport-Mompach,41,805463.41,3995.835
2019,Rumelange,94,670103.94,4200.217
2019,Saeul,3,NA,NA
2019,Sandweiler,103,1244351.7,6091.403
2019,Sanem,267,869737,4446.38
2019,Schengen,72,751493.51,3674.03
2019,Schieren,36,843384.44,4498.923
2019,Schifflange,85,815894.12,4682.193
2019,Schuttrange,80,1357663.6,5533.854
2019,Stadtbredimus,78,987396.15,3715.079
2019,Steinfort,198,1075727.3,4434.209
2019,Steinsel,91,1540155.3,6490.608
2019,Strassen,51,1621750.9,7424.209
2019,Tandel,0,NA,NA
2019,Troisvierges,92,741726.67,3992.16
2019,Useldange,59,744662.41,4053.216
2019,Vallée de l'Ernz,55,772004.05,4385.68
2019,Vianden,38,553526.32,3824.864
2019,Vichten,100,992221.28,4517.081
2019,Wahl,11,NA,NA
2019,Waldbillig,27,NA,NA
2019,Waldbredimus,40,1082425.8,5145.286
2019,Walferdange,59,1440262.2,6636.738
2019,Weiler-la-Tour,55,1121421.3,5296.581
2019,Weiswampach,113,615076.74,3903.223
2019,Wiltz,177,580239.47,3315.955
2019,Wincrange,149,529375.33,3365.352
2019,Winseler,12,NA,NA
2019,Wormeldange,92,1017426.4,5336.409
2020,Beaufort,56,742411.89,3886.183
2020,Bech,11,NA,NA
2020,Beckerich,77,989659.14,5798.755
2020,Berdorf,8,NA,NA
2020,Bertrange,629,1891532.5,9078.719
2020,Bettembourg,156,1043473.9,5919.413
2020,Bettendorf,132,953785.7,6533.536
2020,Betzdorf,18,NA,NA
2020,Bissen,26,NA,NA
2020,Biwer,14,NA,NA
2020,Boulaide,47,758868.17,3845.065
2020,Bourscheid,11,NA,NA
2020,Bous,20,NA,NA
2020,Clervaux,205,1057434.9,5128.416
2020,Colmar-Berg,38,833315.79,5513.564
2020,Consdorf,16,NA,NA
2020,Contern,53,1398622.8,7150.978
2020,Dalheim,44,987400.45,5426.887
2020,Diekirch,26,NA,NA
2020,Differdange,424,821865.11,5100.917
2020,Dippach,146,1450331.8,6492.973
2020,Dudelange,249,969099.03,5660.419
2020,Echternach,51,854000,5171.338
2020,Ell,29,NA,NA
2020,Erpeldange,7,NA,NA
2020,Esch-sur-Alzette,322,811075.06,5071.725
2020,Esch-sur-Sûre,86,716856.74,4136.246
2020,Ettelbruck,1199,986259.27,5713.685
2020,Feulen,35,896852,4999.62
2020,Fischbach,4,NA,NA
2020,Flaxweiler,33,1131816.8,5359.379
2020,Frisange,58,1387222.1,6328.53
2020,Garnich,74,1180683.1,5527.373
2020,Goesdorf,26,NA,NA
2020,Grevenmacher,74,938308.64,5657.125
2020,Grosbous,19,NA,NA
2020,Habscht,112,1019755.7,5038.08
2020,Heffingen,12,NA,NA
2020,Helperknapp,160,1115020.9,5031.132
2020,Hesperange,103,1489864.1,7686.345
2020,Junglinster,162,1309725.6,6558.399
2020,Kaerjeng,159,1132388,5925.479
2020,Kayl,124,889709.68,4575.196
2020,Kehlen,562,1361380.5,8310.256
2020,Kiischpelt,18,NA,NA
2020,Koerich,202,1203615.9,6128.683
2020,Kopstal,69,1978531.3,7569.612
2020,Lac de la Haute-Sûre,44,705276.93,3521.446
2020,Larochette,33,932393.94,4724.692
2020,Lenningen,25,NA,NA
2020,Leudelange,33,1534375.6,7363.524
2020,Lintgen,36,1035611.1,5748.131
2020,Lorentzweiler,80,1453594.3,6574.75
2020,Luxembourg,1050,1606490.2,9527.811
2020,Mamer,431,1430028.2,7030.886
2020,Manternach,100,1004278.4,5459.214
2020,Mersch,387,1234759.6,6109.676
2020,Mertert,103,973419.83,4941.763
2020,Mertzig,37,940986.16,4362.532
2020,Mondercange,72,1359549.4,6107.561
2020,Mondorf-les-Bains,92,994292.3,5345
2020,Niederanven,93,1749576.2,8091.712
2020,Nommern,8,NA,NA
2020,Parc Hosingen,89,743688.74,4688.807
2020,Pétange,203,746943.55,4850.497
2020,Préizerdaul,23,NA,NA
2020,Putscheid,6,NA,NA
2020,Rambrouch,201,727879.16,3588.449
2020,Reckange-sur-Mess,78,1327709.2,5726.506
2020,Redange-sur-Attert,62,864533.03,4541.128
2020,Reisdorf,21,NA,NA
2020,Remich,363,1211462.2,7478.598
2020,Roeser,168,1451332.8,6791.402
2020,Rosport-Mompach,48,808627.4,4484.155
2020,Rumelange,65,732384.62,4837.649
2020,Saeul,4,NA,NA
2020,Sandweiler,25,NA,NA
2020,Sanem,226,943515.13,5368.408
2020,Schengen,69,592932.2,3840.677
2020,Schieren,29,NA,NA
2020,Schifflange,206,1149982.6,6190.277
2020,Schuttrange,185,2010936.7,8983.075
2020,Stadtbredimus,30,1126950,4850.487
2020,Steinfort,48,1277576.9,5799.771
2020,Steinsel,59,1675187.9,7321.496
2020,Strassen,37,1814700,8629.778
2020,Tandel,0,NA,NA
2020,Troisvierges,62,726341.52,4066.665
2020,Useldange,25,NA,NA
2020,Vallée de l'Ernz,45,898436.42,4660.438
2020,Vianden,13,NA,NA
2020,Vichten,40,1028126.4,4516.654
2020,Wahl,10,NA,NA
2020,Waldbillig,25,NA,NA
2020,Waldbredimus,30,988816.57,5301.541
2020,Walferdange,101,1520943,8413.039
2020,Weiler-la-Tour,23,NA,NA
2020,Weiswampach,55,608804.04,4066.589
2020,Wiltz,152,657216.85,3545.305
2020,Wincrange,110,587987.15,3813.492
2020,Winseler,19,NA,NA
2020,Wormeldange,72,997358.51,5849.745
